inv_nr	page_no	langs	page_text	url
1136	1248	pt	 de principe e da Isustre Companhia nog prouido R. G. e M. Gacinto de jauedo, francisco de Caruashars Thomas da uequa, Bento Rodriques, Manoel de quiar de mello domingos monteiro Dioguo doliuera Juan ribeiro sinal de Hleixo gonsalues Bento carualho, Pero mendes de guarra,  	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1136_1248
1141	437	pt	"Com à acctanacam, E' juxamento de fideli dade a Mq. del Rei D. Loam O. A. fuij enurado a Goa de Capieae Garab, e Regimente daside d Macao, derigido a esta forca de V. I. em nivende de huu canta excrita pelo F. Cor que fii della Joas Vaneurich ao mismo Capitaé e Regimente, em qui this prometia franca passagé aqualquer en harcacan, que daquille Cidade por esta fisesse viagé em uixcude de ouxra de V. 5: em que the desix auia ja cefsad de armas, que nasso achij chegade a erta forta leza mas pages confirmadas, epublicadas evo asolinnidade dig na de nonas SS. funtamt mts 2 grander Lauseer, meccis, e honras nosenher Lmhanador Pedre Borreb, que en sua Compe. melena; nos Senhores Bouernadores Loas Vanduisch, Mermrai Vua chiph. Dessoor aque vou en sumo Geas Abrigad eedigijozo de manifetas estas nouss Bbrigaçon as senhor Vicorces, que por ms as sabera agradisier. Oaqui as agradew a. V S. e the seij por ellas a mai. pedind de merce, à Vs. Epor aprass. mento a. Mq. del Rij D. foas o t. queira VS. ordenar as naos que desa Barania particen à sepgas gessem por Macas Cquando nas nas la alquar em dicutura) pa. shiiar aqual ques"	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1141_0437
1141	438	pt	"reuolucam, que em Macas se pode toner de estant ahij alqui Castelhanor vindor de Marilla com danado intiners, aindaque haldados, é inteligenein de uirem oucor de nou por dezijarem, etruem ouden del Reg de Carcella procueem conder asna Bedienera aquella Praca. Sicand por VI. cadaus mari osrigaol a os Suemisimor Escados das Prouincrai vnidas de Olanda a Me. del Rej D. Ivaé, em crje Sernico dessjo dar a uada como sial, e nacural vassale; meij Beigado a fager oque Vs. me mandar. dari E destas materia mais Larga noticia a V7. o2s Cs. Joas Vanduich: aquan as edmuniquej, serste que por oura via assoisa ja VI. aquem extou e non en sumo grad Abrigadisimo pelos mexcns qu de Vs. come de Caheca me alcancaram, a quesempre ne corfesnei (denedor, camo ja de agora confesso. Malaca Decembes 19. de 642."	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1141_0438
1150	691	pt	avi da de de macus pedio actreij dom ioau com m emcaretim hu fidalyo de wracata Pr. sen emba Faclor foi hel peruido de me man dar nestes nauios aeste efci to- alanga ui ayem edes contos de la me causaurruv estar, do ente ede ma neira ge mehe m neselanie alisenlt de vs. pa. des emborcar com minhapopaede mens eri ados Armarcala emtera pr. mecurare e me thorando davés conta avs de tudo omnis de winha embaxadu &c 9 ds d Vs. deste naui santan dre em gonta feivae  sorgeneralant van kinn	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1150_0691
1150	695	pt	  e  on  Minto agradecide esbon da merce que vs mesés em me socoviez com tanta presso porfalem do de em pare cm que este nauis vinla de gente tinho outex mal de nono em quecer oPrei de bantas obrigna¬ me oque entresse en sen porsoe tine anizo como negoceava en barcaloe pera lvar onanis so bendo a spouca jente tinho e ox senx oran quaja diziad q soce en aterra afalar cô oRei mardeibre dizer s nas tradio ordem domen Rei pera entiar na sua terrae que nas ania de larquar anao de marevior que cuidano que me desse Eu pilsto pero melenar a batanio vendo que mo nequoria mesi à vella affim como pude at he  snou sluptussimo  	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1150_0695
1150	696	pt	"encontrare oca pites gil bernagua. 4 me foloireo cd jente pera ma reav anao edespoij chegon o megle dos noch Jacbb Relebe e Refipio que vs me mandmne que estime; muito imq camin hand pera 16o tauiae avrde darej avs. Ra Bad de mai conroy luio vida gearda de como eu deseis pera semfre me her viar efater merle doste nan 10 de 9ro dese e em  Triedo &  Hn Fiahhof  Copie X1 2."	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1150_0696
1152	381	pt	"   Conuencas provisional so bre anseia perblicacas, eskrsevrancia day tregoas emts da a Jndia, suspencas harmas, e dets do o acto de hes alidade na Issa de Ceilam, entre oe vne: sor Joas dasilua Tells demenezes conde de Averias V Reij ecapitam geral, da India do cons. destado do serenissims sor Rey de Portangal, eo clarissimo sor Joas Maet suyjcher embarador dos prepotentes sres ordes geerais das Proviri cias vnidas por comissao do Iubtrissimo soi Antonio a Diemen gouernadorgeeral danacas olandesa.  Amnome de Deusamen, saib us quantis este estromento de converncas, ecomprsicas de differencas, que ate gora impidiras à obseruancia dastregoas, esuxpenices de armas virem; que no anno donassimento de nosso sor Ihl christo demil seiscentos corentaequatro, aos der dicis domez de Nouembro, nas casas Reais setas na praya de Rio de Goa se: achou Core xm. sor Toas dasilua Tello demeneses, Conde & Averrasz Reij dasIndia, edo¬ conselho destado de serenissimo, eInvietissimis sor Dom Joas quarto Reij de Porhigal, octarissimo sor Joas Maet suycher embaxador dos prepotentes sres ordes geerais das Provincias vnidas dor Paizes baxes por comissas de Illustrissimo sor Antonio a Die¬ men gouernador geeral danacas Slandesa no debricto da Jndiai oriental Cara efferts de assentar attregoas com or Portuqueses, de cuja comieal otheor de verbo as dverburn he o sequinta Gr. Antonio a Diemen gouernadorgeval, ees conselheiros da India por Carte dos estados das Provincias vnid as dos belgas na oriente atordon os que aspre= zentes virem, ou ouvirem saude, fayemes saber, que coms enkents, eo exre. Conde VMeij daIndia, eos do seu conselso de Goa por parte de Heins de Porhegal se leuantor controuersia, edifferenca sobre adiuisas dorlimites dastenras que na Illa de Ceilas estaô entre as fortr extremas de ambas aspartes, por rasas da qual nas puderae ate opresente ter effeito astregoas de dez annos que em Europa entre osscres nesses Principes foraô selebradae, &considerando nes que em Europa seguarda tas interra mente à boa amisade, econfederacas entre à Coroa de Portugal, eas Provincias vni= das, desejando de ver acomedada asobre dita differenca pera por respeits della se= nad deramar mais sanque na Issa de Ceilas sohre oque setemdarramado comgrande sentimento de ambas aspartes para alcansar estesun, nespareceo hemmandar, como jellas presentes mandamss ao emo Conde sobre dit, Omuito honrrado varad Joad Maet suijcher cencelheiro tam bem da India, comprocuracas, goder, exlenaria autho¬ ridade para emnosse nome, edos prepotentes erdés gerais das sobre dit as Provincias unid as sever comsua ex. etrabals ar por aldmedar adita differenca namelsor forma queseja possiuel aomenes provisional mente ate or Principes de hua contra parte mandarem sobre ella sua final detreminacas, prometendo de hauer por bom, fime, eva¬ Lioso, e desfayer hauer portal atodos, e cada hum dosque estas de baxco de nouso mando =  "	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1152_0381
1173	130	la,nld	  folia senné aloes gutta gou. crocus metalor. antimonium renbarba cassia fistula colagoga rosar. elleborus. agaricus. crima tartar. Met eerste schip T' Mineralia met goet quantiteyt sublimatuur. precipitaet. als veride. vitriolia alumen. crocus martis. coral, rub. & alb. lapis bezooe. bolus armenus. sal prunelle oculi cancri Anthia E vucum lapis hemathites. cerusa crocus. terra sigillatia littergirium vitrioli hungarici sulphur. meni, sal nitri campher ruptoria astringentia caput mortuum tartari.  Gomms & alia. mastich olibanum mirrha.  althea & senegreci tormentilla malva centaurie hipperici foli querci nuces gallarum pirola sabina turbhit radix china  omnia atilis &  salsa... iria. . . . entini  sanquis draconis lemni ammoniarum oppoponax galbanum arabicum colophonia therebentina utriusque vaxongia porci benjoin mumia sperma ceti ossa fatida Simplitia radis et semen zeeduarii .itia flores camomille et meleloti absinthium rosarum semen lini & seneauri        	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1173_0130
1242	717	pt	"  Em gartes belleste de banda londae saij osdt sour quo am mando. so bre Agoa heterra snars dor Reps Li Ripnas he Reints os que tem gouer em ƒ bem dimenta, sendo. Cau la que Rlisme mal gor ssi morre hefica choer de hade Com a Ventura, que tem, snor que nodar he amar, he mai Large ta he nadole sonbra, he Emeesto de Cxatro Castas, snor de mr. qxande Ven tura de Valias sour de a si Cantes de boas Cadas edebon Et trea de ualxa snor de Caualor de boas Cadas Aebem Eitrea dinatja, snov de pacos de ouro, snor de mr. grande Ventura deua lia, quan snrr ha Cupos A las de ges de ouro Careta met, sem pre Licios, nt os pien cigars gouernadoris mores do Estado desua mae Com Cora la de Amor he Amilade fa re da saber ha Capitar mor de Como sua mqe tim a Capitad mor: Cumo uaculo mais chegade, que sempre Hspste de baixo de Blas de gesde: suo mq, he gor sua mq ter nest Conta, nortambemn a pula met ads Cagitors que se asiste de barre des Las deges de ouro de Suam qe, em to det seus negocirs grondes heye que nor he quando notda de saber que a mincad Esta pae certe Laris de Pabor, de baixe de Blat de ges le ouro de sua mq, he ta mandames. Irdegrela, sira mq suir de mr grande uentura manda ha Cagilad mor Emsinal de Amor, dous aneis de Rubins; de Een tas breas de mara Lim, mil bicas de eatem, do lebacier de govrs, Certo na Corle de ou de Laurs de Siois, dous getis Laurades, besas bocetas La Curades de cvatro cantos, outro hua de Cantos, outro hua to leta de betalle ontro húa grande "	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1242_0717
1293	452	msa (Ambonese Malay)	  Tial Cakisina serola Lain noulehu hulipessij latin hitij auta ibrahim pattali hatib cucul moedim lata, pacaij malapone patola tamaela Walehu purhane matua pelesouo roria sepa toenu taijc tawasaij Negrij Lima. Lasiata arigina maratita Lisapale pacaij.  heria sepitenoe mataena kitar hatuseke Lebela ta Lulusaijl moessa umar calula seemail ala boegis halasilu siaqua Simau revin tama ela lasou Houlatu Tamaela murhehe Lesimanu abdoel pintara piwara selehola Cucul.   	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1293_0452
1301	1768	msa	  dan dilant ijala Iangh addil padda monhokonkon Segalla persalahan, addalla iija serta kasje saijangh padda Segalla fackier missrien iijalla nijang togo satie anija pada hall berdjanija d'jan hian dengan Segalla Radja Radja nang besaar besaan, datangh kapadda kasoeda soedahan Ciada ba Roeba roeba dan Challa nijangh momanggon segalla Touckon — komp:e dalam tana macasser didarat dan diloudt macca tarmassahoonla barangh dimanua manna acka nijang dimackian jtoe padda segalla bakardja han nijangh kabadjijkan dalam doenija, Commedian derrijstoe bahoewa kamij monbrilauw padda h=r presid:t ackanhal anna boua kamij nijang disoero kaijackatra, toe ter kalla iija datang danrij saccatra Singa iija dicumbawa Ampa harrij macca dallam jtoela orangh macassaar dengan Radja glisson barpanangh dengan Orang biema, dan orangh dompo, dan orangh ampangh, paddax massa itoe dain Mangappa adda dijallas dan satenga macass=r adda dioetangh sebapjtoela macca Cidada adda orangh macasser liadt olle ammaraal, dilaboan disumbawa satella jtoe macca framij molihadt kapal figa boua dengan satoe Chialoup, datangh dibima mahabarkan padda kamij bahoewa ammiraal datangh monan tarkan anna boa kamon macca kamipon tarlalo soecka mondengar gabbar ijangh dimackien toe/ satella jtoe Macca framij modengar gabban mangattakan bahoewa Radja glisson dipangeluija olle Radja Sumbawa terkalla amma raal soede balaija danrij sumbawoa jtoe macca iijapon Combahila darrij padda bapranghuija — satella brappa poula lamanija maka datangh lagoda abdul Talal danrij Maccassan mangabbarkan padda kamij bahoewa ammiraal soeda jija —  	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1301_1768
1312	526	msa	  Pandjangh sadikit, Macca cami Mentsjarij Praau Sabole bole, Macca cami Pergi samoa dengan Capall, supaija Camij bole Men=gadjarhan L kardja Comp=e di sanna Jntje allah, Tallah. adapon Orang Jangh baccardja Cotta soudala Camnij brij tau djicalou abis bulang Maart adala Pja bacampon di Oedjongh, Panda sepertij Caon daulo. Saparracara lagij oami Menbrij Malum capada tuan, adapon Radja loubo Pada wactou ada ja di dalam, Cotta Macca — kita Mafacat, dengan sa sama samma tiga Orang. di J: jakanja di brikan dain Masouro larompo, Comendian deri stou sampela cami disinij Macca datang (:ja Radja loubo Cattanja hadja loebo beta minta Pada radja bonel sangan sacalij calij dain Masouro— Massockan ca Negrij larompo, Comendien deri stou Camij Menbrij Jngat dengan dia begimand radja loebo souda kita Malacat dengen heer Presidentij Ciada Patul Kita  	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1312_0526
1312	541	msa	"Macca, dia bole Takot Pada camij lagij derij orang Macass=r Jangan Harij biroe dan Jangan Meeroutsakan camij Carna Orang Macassar Sampe sacarang baroulang. djongo Cassana sinij baij djouga Comp dengan Orang besar, Jnij solda toelong Pada camij Macca tiada branij dia Orang datang dengan Capassa Capada camij Hou Pon Casusohan camij djonga deri te hal Macass=r Jnij Melamkan Comp=e djonga Klang— camij Harab lagi sebab Ponda Hoelo tat kalla Souroan N Comp=e, datang capada camij Macca tiada sigra — Wenjamba Manunela Heer Presidentij acan sal Macass=r., ada Menindi Pada, camij totika mij Tiadala Macasser manindi camij adala camij dibaua te t & Compe., Hou Pon Compe. ; djouga Menamponij Tomrp„t 5 segalla sanrij salla, dan babel camij, ampat Parcara lagi blackan sacalij tathala camij, Handa Menjouro Capada Heer Presidentij, Macca datangh, souroan derij, singarouaron Pou lagij tiada Pertsjaija acan Pertattahanja carna camij sonda rassa, segalla Perboattangnja di boatnja camij bage bouda bouda a tagal Houla, sacaran camij sacaran, Capada - Oang besar bitsjera Htou Mana Patut Capadanja"	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1312_0541
1312	796	msa	"  Djahat nja supaija di Catauwij olle sahabat Presidentij, Pangeran Maas, Carna Habar Java Tiada Soengowaij dan djahat, Houla Macca Sichabat Presidentij, t Bangeran Maas, Menjoeralrau, Patra Wangsa Sarta dengan Jure toulus; ca Macasser adapon, Jang di baua Patra — Wangsa, Roetang dan damar djouga, sadikit dan tikar Patsjar, Pon ada djouga, Prdikiett, dan Sarong boeron, Pen ada djonga sadikit, dan lilingh Pon ada djonga Srdikit, te tapij liling Htou schabut Presidentij Pdangeran Maas, soura Fiada Patra Wangsa, bawa ca djawa tiadala schabat Presidentij, Memangdjankan, olant, tella de catawij la olle schabat, kita acan Hal, Demibrian Hou. Sawatu Pon tieda, ada Kiriman, derij Pada Pangeran Maas,  "	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1312_0796
1312	904	msa	  Barap camij Capada Comp:e dijonga menbeijcki lamij soupaija lami djouw Caxada fetena dan bolla di dalam Sekellian Catta, cami pon mana bitchiara Heer presidentij Menbitchiaracan, Sagala berboea tan, cami dengan setor de bock, Carna Esta adat cami Orangh jangh Catsil, barangh pacarjahan cami lann Sampekan djonga Capada orangh basar, bitchiaracan dengan bitchiara jangh, banar saparcarra lagi ada souroan tordj douwa orangh jangh disoere uja bauwa soerat capada Camij itou pou hada jongo di dalam, tangan Petor de bocq, dan souroan cami pergij menantar anna radja Saxingh, orangh, baeij djonga derri pada anna boea cami, djchalou souda di salamathan halla ca oedjongpand=e, bierla bersamma samma pergi mangantarkan pergi Capada radja Sopingh, j tou pon dengan soecka Heer presid=t, mana Saxatot uja, sawatoe pon tiada kiriman pade cami pada harij jni Capada H=r Presidentij, dangan Sagalla orangh basar basar, di oenjongpandangh Maleijnkan, tabea banja banja djonga, dickaloe ada baran, Cahanda seer Presid=t,  	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1312_0904
1341	800	la	"malva arborea Schabiosa verbasc; Iudici acctoza Salvia Silvertris Lagondj; dawlontas rutha anethi arthennesia aceto Solla mentha  Rad. Cijprie Z Liberis arij polij podij Indici sem Partjanij grana Eiglia Acorus verus adianthum, poronijchia aloes amarantus purpureus anagollis 2 becabunga aguatica 0 arum avellana judica, nux muoschata aurantia mala atriplex marina balsamina Cardamonuum Carthanius cricus  Carijophilli aromatici Cassia Solutiva Cata putia major Costus Curcuma Cucumer asiminus cucur bita cumium cijperus Longus galanga Oracun culus Endivia Esula Chithij mallus gladiolus judicus Lactuca Eens paluslis Livisticum, apium palustre higustrum milium solis Lotus melilotus majoranna, marum mala jusanna „poma aurda amoris marri buurt matricaria schanantum promelissa melo 2 melonen mercurialis molij, judicum morsis dia lolij"	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1341_0800
1389	357	msa,nld	Tomain Topatima Topale Tosio dosse Cossale lodij sapton cambo dola passien d' joumatkap Capasseue cappn Togalla siopo Tolatou Sikandier Sima. gilladia oussen Tosatou bauron simatdia Sadda dionma dionneon souse oumar Tossadiga Tobim Ragier sioepa Tomassa Raba carremabella domainna Cobale bappa sassang bappa patsia bappa patsia Coladion Tossa bata segna  Ouradalima sonei mana alle sobou Tysa Sanco mona agan Radang Sabara Carrodia panjon Darado Derini bodia Rimang soeca Saton tongan penon masale manga deplou Resamin Magana aln Amosaa pati dejura Anrosa san singra deren Casita asij bouan Mamom Mabonion panio — Singra dodja antge Romale  angadina d' wela - 120. coppen Vrouw en kinderen Niaij banoava decrapo Terampa silia issa diamilla de jndia Teppa panganteyn sili suna malaci Tring Jambul magi cagoe manga somma magotya mina sity anco dato mavoler anerans mnna— anrosana manco Cam Matjou monna sitiean sidato— sicoler Sibodjea som oelama bombon d'lelengh Issa mana sina. mann bodja	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1389_0357
1422	987	pt,nld	"8 Clus, S.  via genstind. ggrandezo de V e. Iss. me dbraga¬ rad fajer esta, procurando Emprimo. Lugar bea dix Saude C Os Jessiurd, aqual sendo Omo de¬ Zijs Sagereij Aimar; a P uessus Ria teda offe 8 recida Ao Minimo Mand. de Vss: na pmo sempre Anoble Compa. de OV s. 20s Mi nibtes della derad bea Satis facrd atedo Mun¬ &, eempartieullar ebta Sr. Hendrik Adrian tanneij Eomissaris genera en aseste hojen te Heijno de Bengalla C he cas just, Omo des enterestado lmtucl, Macabe a Mi 6mo Gou J son Lo fereniss. Prineine Nabaho vaesta aaar gracas al V. H. ger vad Eva Meijeah exenta mt. gedir Nem Me Cacos Oos gra¬ ca Omuiar arduas Certas quad et esta ye. In¬ glaterra gor gessea Segura, e ajerme fauer procurar Eeuelm delles, emadarme nagrim. ma occarias, Cujas Alas esseas Devigr. & Bengalla in de Dezbr de168  na De OeIs. Serno."	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1422_0987
1507	477	pt,nld	Prouisionaes administradores em a Direcca Hollande za de Souratta FFeitorias Subatteinas  Sas tas exactamnt indipens veis as borigateoemus, que sepetuamente exciten em Beito de Eum subdito Leale Homado, que em ordem a Produrnr eu as, que no meu alimento em contribuicas de fiet Cassalo, queson dos Ates & Soderosol estados Peraes das Srouinsias Viidus, meus soberaris sendres, eexibir euudentes prouas da boa e Veidadenamente amigauel correspondencia, que proffeso emantenl anobre Compa. Pollandeza, Como Mio. que Emana do seu Mar, nad' ey querido nem Podido obuiar o Saudar a Oms. Como Com esta os saudo, em concide racam de auer Sulgado urgentemente nesiesaris Aoseruisso da mensionada Compa. (a aqual me confeso ougade) e particularmente aode reganet Socego. que nets feitoria se caresse, MManifestar a OMs, Como Pesta lles marnfesté, 9V que recdlhendeme ontem anouste pera, minla Caza, encontrey Com dous homem em abites eurpees, que em linqva fransera Conuersavao dainde Conciuq de mas de serdamesma Nascas) diuendo olu pera o ontro estas varoe, dl. Vert ad Verbum, cet ine baille ocassion poun nortre societe, que la Presente, de descontantement des mattelots Hollandois, pour en sousiter un sublevement entra eux, car ils se trouvent tres faches, acause q'‛en ne leurs donne q' Propias par moris pour entreteniz la marmite, dat is int needer duits, 't is een schoone occassie voor ons Comp. s depresente onlusten van de hollansche matroose, om een opstant te verwecke, tes oorrae dat hun maar Propias ter maande woorde verstreckt om 't kluken te ouders houwen, Materia esta de tan permncura, Consequensius Com: Madura & seruramente Saberai Considerar Com seus dillatados entendimenti. eque cu lles partisise emtertimunla datealdade, que proffeso Ameus stre: senores, Comtodos es quillates da mois inurolauel Religias, com em Ver ficaeae ^ que Conseruo pera Mmobre Compa, Cuyer procisionaes administradere VMis Re seaisan Mesta feitria pera Com seus perspiecases Consellos e mirt proudenter intelligensias cbrarem oque Mais fecundamente utillere oppinca	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1507_0477
1515	669	nld,msa	I: Lucia bassing a: augustin P: alonso takaangetang ur: djana gedung 6: antonius loessoe I: hoanna bombolang A: pedro . p:r bartolomeus makapento ux Sianasitibang 6. katoeroe J: Stresa sihoewan a: andjela N: marcus bantalangi mr: maria boelaan b: hieromius kamba J: maria Sepella A: anica v: tamea na mariana boenga _o Kinderen van ongetroude ouderen Comas Canca I: hoanna Caloho A: Paulus c P:s sactiago Roenbolen ur: maria Lahoe b: mamincoho I: gepet a: diego N: bastiaan ur: karre 6: Laurenso rahirican I: Fransisca maas. A: maragarita P: alo sobi Laage ur: bombolang	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1515_0669
1515	949	msa	"  adaloch Camie dengan doecagjita manengar warto derie kohilangan Capal rotterdam itoe, honja Cani harap maca salahacan telloh zoedalah bertoemoe moeslahat Pada manjalamcan barang barang iang Lasoewatoe, ten leben mariam dan zaho derie Capal ieng Zoeda die karang uoe„ maca Padatoeloengan iang demikien noe olehorang Loela teleaen manijadacan dan tiada bolen malaloewie denie Pacardjaan iwe Lepenti telloen hoeda benejandjican adapoen Tacandjaan oleh satahacan Tatoekie itoe — Canie hendak benbitjara lagie dan manoeroet acan die mana rang kabenaran; maca dalam Pada roe adalah, satahacan Pajahe mamboeat baeik marca jja zoedabeh mangieriem Pada Caii ampotorang lascar rang Larie derie ambon itoe macatja roeada zoewatoe tomda derie hati remen toeloes dan baeik, maca adalah orong noe mamgata„ can dierienja jaloeh orang Loela mardahica, te tapie Camie hen dak mamarikzan jja Poela, maica salahacan Poen bertoemoe Pada harie roig Camodien lagie oepahnja rang Patoet, Reperti ada Esteadat dan djangan Jja die tinggalcom hoebaija hoebanja Pador moingieriem Camarie Zegalla lascar Panlarian rang ada doedoek die tana Zoela, zoepaija ijaberoleh esama iang ter poedji Tenta oepanija sapercorna lagie Sengadje oematohi reng Padolla  "	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1515_0949
1515	950	msa	" Zierij Zulthan teeloh: hoedalaen die angcatcan ija maca ija djoega iang hendak mannarentacan Zeperti sengadje die atas orong ioe, kannademi„ kien iwe aen dengam Capa toetan dan Caadilan Reperti Cami lagie hoeda toelis uoE kapadazamiant Camee denee Prie hal noe, marca salahacan dengan diamija benzama zama hendacloeh mangandjacan Tacandjan Noe Padoi Cabaijican Camodien derie u e oleh Touan Panghoeloe hada sada manwelis barang Lasoewato e rong Laein malaincan ja mamoedjok ha linja rang zoenggoe capada salahacan, zerta dengan berpassan maca satasiacan ten dak monnaren tacam dalam kabenaran dan Careilan die alas manoezia olehorang Loela iwe Leperti Panghoeloe rang Lettia, hoepaija allahea -alloeh manganoegarahi dianja dengan zegalla Cabadjican, adapoen Touom Panghoeloe mangieriembazer ta hoenat nn capada satahacan Lacoddie Cartas, doin LatengaCatt: tjenkeij, dan doea lapan kan aracq dan doea Catti tilin rang zoedadie baijiki diam jja we adaloen zoewatoe tanda derie koezie oleh Touan PanghoeloIacom salahacan, macca djangan die aibcon rioe, Tentoelis die atas Poeloe Tenuati da lam Cotta orangie Pada sapoelos Hanie boelan december Tauon sarieboe anam Ratoes dan sambilan Poeloe aza; Ioeda bertamdacan P. Buijs. —  "	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1515_0950
1515	953	msa	rang noepa zatroe, malaim can zaboendjoega dauhoeloe, karna Touen Comp:s Loecabanjac maca zahabatnja odalah idop dalam donnean iang Lamporna, zebab itoeloeh Camie hen daclah Sigrae manjoerohcan Committ: Camie kazana dan Pada tamatcan ini maninggallah dengan tabea banjabanjac Touan Touan ampoenja sakabat Iang bacic Zoedaber tandacon Pieter Buijs, die Liesienja adatencarang Ternati dalam Cotta orangie Pada 19. Harie boelan Ianuarij Tauon 1692.	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1515_0953
1515	976	msa	"  Reperti ija telloen ada welis dalam zoenahija capada Camie ite, karna ziapa teuw pada harie rang Camodien zaoemoen Camie tiada taerpat wat toe rong demikien nu, maca denie woeloen cami berpassan Capada Padoera kaitchiel djangcal Zeperti Bapa dengan amak, djicalauw Jja hendak mamtjarie Cabaijicannja, maca zigraboen ija mandatang Camoerie die zini die Ternarti, zebas welden camie manjoerohean quimelaha Tomagola dengom zoenat mi kapada Padoela kai tchiel djangcal, dan lagie pada mamamggeel Zegalla laein nadja Radja rang ada taalok die bawa Ternati, maca ija iot zebabuja rang canie tiada mambalas hoerat Padoeca kan tchiel djangcal ie, kanna came manantican ija zepenti Passan camie jang Bapanja rtoe mandatang Camarie zoepaija Cami mamoetoescan Prie halnja Lamosang ie Pada Cabaijicannja; demikien lagie Camie Pertjaija denie toeloes hati olex kautchiel djangcal macaija hendak mendateng djoeger Camarie kaer na ijapoen arieff ten ta bidjacha na din Paer moinga tahawis babanapa Cabaijican ija die Perolehcan die dalemmja ioe, zebab roeloeh camie membrie ija zegalle zalamat die djalen acan Camarie.  "	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1515_0976
1515	1000	msa	"iang dau hoeloe kala, Carna esegrie boelangoe ni ligaeboea negrie, radjanja Poen siga djoega, maca dalam Pada iwe, Negrie soelangoe bakiera kiena manoesianja zoeda koerang, maca negrie tigae nu bacampong djadie zatoe negrie, te tapie radjanja tiga djoega; adapoen dalem pada ioe katta fiscael andries olofsz: datang die Laremgnja Radja tigoe iloe, carna Comp: tiada zoeca derie Paea radja tigoe ite hanja mogolingoe djoega, biar dionja mati, maca banang ziapa Camwe zeeca ambeelcan radja, mact mogolingoe hoeda mati, maca datang Toeloe Capitan moelin, maca Cap:n batonja pada negni boelangoe ziapa rang Cauwe zoeca dieboeatcan nardja maca Negrie boelangoe manjauot, rang Cami Loeca die boeat„ can radja mi kitchiel Termatta, maca kitjil Permatta die boeatnja radja, milgen iang Canie zou hot Capada alferis; adapoen Catta 16 rochim sanginadatoe dan Bobato Lamnweanja Capada alfenis — cami minta ampan Capada alferis, Carnaradji doea ini Loeda die boeatcan Radja, tinggal zatoe— bellom die boeatcon naeja, Capada hati camie im kisjil Ligava djadican radja zacarang mi, maet Catta alfenistiaer boleh, malaincan Ibrahim sanginadatoe djoega djadican nadja, maca Catta Ibrahim sanginadatoe, beta nn zoedorlah zaranin,"	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1515_1000
1515	1001	msa	  djica beta djadican nadja hingabeta Candierie gjoega don sequie Lormeanja poen ada islom, djicalauw beta die dja dican radja oepama zeper ti Comp: mon Ziazat Pada negrie bolangoe mazokzaranie, beta tidamauw gjadican radja Zacalie kalie, djicalauw daijacan oleh toeon Comp:s, maca negrie solangoe dan Ibrochim sanginadaloe minta Gap Capada talon Comp:, amponzarieboe kolie. Tamat   	https://transcriptions.globalise.huygens.knaw.nl/detail/urn:globalise:NL-HaNA_1.04.02_1515_1001
